License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location,License Group,Area,Major City
2162536,"FARM DISTILLER ""D""",207,DD,Albany,2,SARATOGA,SARATOGA DISTILLERIES INC,SARATOGA DISTILLERIES,2474 OLD MILL ROAD,JOCKEY ST AND PARKIS MILL ST,GALWAY,NY,12074,863144,1/10/2011,1/9/2015,12/31/2015,43.03625761,-74.00327484,"(43.03625761, -74.00327484)",Distiller,Upstate,All Others
2169206,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,TUTHILLTOWN SPIRITS LLC,TUTHILLTOWN SPIRITS,14 GRIST MILL LANE,ALBANY POST & TUTHILLTOWN RD,GARDINER,NY,12525,860805,9/13/2011,9/1/2014,8/31/2015,41.68762751,-74.17506834,"(41.68762751, -74.17506834)",Distiller,Upstate,All Others
2176085,"FARM DISTILLER ""D""",207,DD,Albany,2,ALBANY,"ALBANY DISTILLING COMPANY INC, THE",THE ALBANY DISTILLING COMPANY,78 MONTGOMERY ST,,ALBANY,NY,12207,866155,3/29/2012,3/1/2015,2/29/2016,42.65438046,-73.74735797,"(42.65438046, -73.74735797)",Distiller,Upstate,Albany
2178753,"FARM DISTILLER ""D""",207,DD,Albany,2,COLUMBIA,HILLROCK LLC,HILLROCK SPIRITS,408 POOLES HILL RD,,ANCRAM,NY,12502,863372,3/6/2012,3/1/2015,2/29/2016,42.02540015,-73.6211903,"(42.02540015, -73.6211903)",Distiller,Upstate,All Others
2182852,"FARM DISTILLER ""D""",207,DD,Albany,2,CAYUGA,LAKE DISTILLING LLC,LAKE DISTILLING,2187 TOWN LINE RD,,KING FERRY,NY,13081,866893,3/6/2012,3/30/2015,2/29/2016,42.68016382,-76.59536231,"(42.68016382, -76.59536231)",Distiller,Western,All Others
2183205,"FARM DISTILLER ""D""",207,DD,Albany,2,SULLIVAN,DUDUKJU LLC,DUDUKJU,385 GUMAER FALLS RD,,WURTSBORO,NY,12790,859597,7/19/2012,7/1/2014,6/30/2015,41.61318172,-74.48660357,"(41.61318172, -74.48660357)",Distiller,Upstate,All Others
2183643,"FARM DISTILLER ""D""",207,DD,Albany,2,ONEIDA,ADIRONDACK DISTILLING COMPANY INC,ADIRONDACK DISTILLING COMPANY,601 VARICK ST,,UTICA,NY,13502,829305,6/27/2012,5/30/2014,5/31/2016,43.1044474,-75.24104864,"(43.1044474, -75.24104864)",Distiller,Upstate,All Others
2183949,"FARM DISTILLER ""D""",207,DD,Albany,2,ULSTER,COPPERSEA DISTILLING LLC,HIGHLAND SPIRITS,1592 ROUTE 9W,,WEST PARK,NY,12493,829230,8/7/2012,8/1/2014,7/31/2015,41.80424264,-73.95922531,"(41.80424264, -73.95922531)",Distiller,Upstate,All Others
2186233,"FARM DISTILLER ""D""",207,DD,Albany,2,WASHINGTON,FREDERICK & FLORENCE LUCKEY,LUCKEY SPIRITS,112 MOUNTAIN RD,,GREENWICH,NY,12834,866878,4/11/2013,4/1/2015,3/31/2016,43.01730296,-73.53410785,"(43.01730296, -73.53410785)",Distiller,Upstate,All Others
2187931,"FARM DISTILLER ""D""",207,DD,Albany,2,JEFFERSON,DARK ISLAND SPIRITS INC,DARK ISLAND SPIRITS,42 CHURCH ST,,ALEXANDRIA BAY,NY,13607,817399,7/17/2014,7/17/2014,6/30/2015,44.33594608,-75.91773858,"(44.33594608, -75.91773858)",Distiller,Upstate,All Others
2188338,"FARM DISTILLER ""D""",207,DD,Albany,2,JEFFERSON,CLAYTON DISTILLERY LLC,CLAYTON DISTILLERY,40164 NYS RTE 12,,CLAYTON,NY,13624,865544,2/11/2013,2/2/2015,1/31/2016,44.24872128,-76.04882538,"(44.24872128, -76.04882538)",Distiller,Upstate,All Others
2188449,"FARM DISTILLER ""D""",207,DD,Albany,2,SULLIVAN,PROHIBITION DISTILLERY LLC,PROHIBITION DISTILLERY,10 UNION ST,,ROSCOE,NY,12776,866302,3/13/2013,3/5/2015,2/29/2016,41.93326914,-74.91368435,"(41.93326914, -74.91368435)",Distiller,Upstate,All Others
2189531,"FARM DISTILLER ""D""",207,DD,Albany,2,ORANGE,WARWICK VALLEY WINE CO INC,BLACK DIRT DISTILLING,385 GLENWOOD RD,,PINE ISLAND,NY,10969,862791,1/6/2014,1/1/2015,12/31/2015,41.28383753,-74.47624891,"(41.28383753, -74.47624891)",Distiller,NYC,All Others
2192020,"FARM DISTILLER ""D""",207,DD,Albany,2,OTSEGO,STILL KICKING LLC,COOPERSTOWN DISTILLERY,11 RAILROAD AVE,,COOPERSTOWN,NY,13326,861392,10/8/2013,10/1/2014,9/30/2015,42.6998534,-74.93205212,"(42.6998534, -74.93205212)",Distiller,Upstate,All Others
2194012,"FARM DISTILLER ""D""",207,DD,Albany,2,ORANGE,ORANGE COUNTY DISTILLERY LLC,ORANGE COUNTY DISTILLERY,19 MALONEY LN,,GOSHEN,NY,10924,865740,4/28/2014,4/1/2015,3/31/2016,41.35373819,-74.38799487,"(41.35373819, -74.38799487)",Distiller,NYC,All Others
2194601,"FARM DISTILLER ""D""",207,DD,Albany,2,CAYUGA,DILLS RUN VINEYARD INC,DILL'S RUN DISTILLERY,3862 STATE RTE 90,,UNION SPRINGS,NY,13160,862858,1/14/2014,1/1/2015,12/31/2015,42.8043816,-76.70368622,"(42.8043816, -76.70368622)",Distiller,Western,All Others
2194795,"FARM DISTILLER ""D""",207,DD,Albany,2,WASHINGTON,SPRINGBROOK HOLLOW FARM DISTILLERY LLC,SPRINGBROOK HOLLOW FARM DISTILLERY,133 CLEMENTS ROAD,,QUEENSBURY,NY,12804,867147,4/24/2014,4/13/2015,3/31/2016,43.40515458,-73.61818826,"(43.40515458, -73.61818826)",Distiller,Upstate,All Others
2194989,"FARM DISTILLER ""D""",207,DD,Albany,2,COLUMBIA,HUDSON VALLEY DISTILLERS LLC,HUDSON VALLEY DISTILLERS,1727 RTE 9,,GERMANTOWN,NY,12526,865983,3/6/2014,3/1/2015,2/29/2016,42.08328256,-73.82841137,"(42.08328256, -73.82841137)",Distiller,Upstate,All Others
2195067,"FARM DISTILLER ""D""",207,DD,Albany,2,SARATOGA,HIGH ROCK DISTILLERY LLC,HIGH ROCK DISTILLERY,1321 SARATOGA RD,,BALLSTON SPA,NY,12020,856104,11/6/2014,11/6/2014,10/31/2015,42.97353,-73.86234,"(42.97353, -73.86234)",Distiller,Upstate,All Others
2195446,"FARM DISTILLER ""D""",207,DD,Albany,2,DUTCHESS,MILLBROOK DISTILLERY LLC,MILLBROOK DISTILLERY,215 BOWEN RD,,STANFORDVILLE,NY,12581,866879,4/23/2014,4/1/2015,3/31/2016,41.8811451,-73.7275999,"(0.0, 0.0)",Distiller,Upstate,All Others
2195474,"FARM DISTILLER ""D""",207,DD,Albany,2,DUTCHESS,DENNINGS POINT DISTILLERY LLC,DENNINGS POINT DISTILLERY,10 N CHESTNUT ST,,BEACON,NY,12508,817378,7/15/2014,7/15/2014,6/30/2015,41.50521,-73.96972,"(41.50521, -73.96972)",Distiller,Upstate,All Others
2195969,"FARM DISTILLER ""D""",207,DD,Albany,2,MADISON,LIFE OF REILLEY DISTILLING AND WINE CO LLC,LIFE OF REILLEY DISTILLING COMPANY,2747 RTE 20 EAST,,CAZENOVIA,NY,13035,855593,9/5/2014,9/5/2014,8/31/2015,42.92004,-75.81322,"(42.92004, -75.81322)",Distiller,Upstate,All Others
2197317,"FARM DISTILLER ""D""",207,DD,Albany,2,SCHOHARIE,KYMAR FARM WINERY AND DISTILLERY LLC,KYMAR FARM DISTILLERY,102 BINDERY LN,,CHARLOTTEVILLE,NY,12036,855775,10/2/2014,10/2/2014,9/30/2015,42.5464602,-74.6650318,,Distiller,Upstate,All Others
2197520,"FARM DISTILLER ""D""",207,DD,Albany,2,HERKIMER,DIKINDURT DISTILLERY LLC,DIKINDURT DISTILLERY,115 SMITH RD,,HERKIMER,NY,13350,856304,1/6/2015,1/6/2015,12/31/2015,43.0588896,-74.9704812,,Distiller,Upstate,All Others
2197850,"FARM DISTILLER ""D""",207,DD,Albany,2,ESSEX,GRISTMILL DISTILLERS INC,GRISTMILL DISTILLERS,44 KEENE KNOLLS WAY,,KEENE,NY,12942,856130,11/14/2014,11/14/2014,10/31/2015,44.249827,-73.801648,,Distiller,Upstate,All Others
2198203,"FARM DISTILLER ""D""",207,DD,Albany,2,SARATOGA,YANKEE DISTILLERS LLC,YANKEE DISTILLERS,5 FAIRCHILD SQAURE,,CLIFTON PARK,NY,12065,856603,4/16/2015,4/16/2015,3/31/2016,42.9014898,-73.7913417,,Distiller,Upstate,All Others
2198688,"FARM DISTILLER ""D""",207,DD,Albany,2,SCHOHARIE,BARBERS FARM DISTILLERY LLC,BARBERS FARM DISTILLERY,3609 STATE RTE 30,,MIDDLEBURGH,NY,12122,856540,3/24/2015,3/24/2015,2/28/2016,42.5805612,-74.3922799,,Distiller,Upstate,All Others
2199113,"FARM DISTILLER ""D""",207,DD,Albany,2,ONEIDA,STEPHEN CRAIG BURTON,BARDWELLS MILL DISTILLERY,10482 BARDWELLS MILL RD,,REMSEN,NY,13438,856608,4/17/2015,4/17/2015,3/31/2016,43.368347,-75.157561,,Distiller,Upstate,All Others
1213977,"FARM DISTILLER ""D""",207,DD,New York City,1,SUFFOLK,LONG ISLAND SPIRITS INC,LONG ISLAND SPIRITS,2182 SOUND AVENUE,EDWARDS AVE & TOOMEY ST,BAITING HOLLOW,NY,11933,863400,3/4/2009,3/1/2015,2/29/2016,40.95570562,-72.75261872,"(40.95570562, -72.75261872)",Distiller,NYC,All Others
3137740,"FARM DISTILLER ""D""",207,DD,Buffalo,3,SENECA,MARTINS HONEY FARM & MEADERY LLC,HIDDEN MARSH DISTILLERY,2981 AUBURN ROAD,,SENECA FALLS,NY,13148,829243,8/14/2008,8/1/2014,7/31/2015,42.9548491,-76.75689926,"(42.9548491, -76.75689926)",Distiller,Western,All Others
3140397,"FARM DISTILLER ""D""",207,DD,Buffalo,3,SCHUYLER,FINGER LAKES DISTILLING LLC,FINGER LAKES DISTILLING,4676 NYS ROUTE 414,,BURDETT,NY,14818,861417,12/16/2008,12/1/2014,11/30/2015,42.4574827,-76.8644065,,Distiller,Western,All Others
1234979,"FARM DISTILLER ""D""",207,DD,New York City,1,KINGS,BREUCKELEN DISTILLING COMPANY INC,NEW ORANGE,75 77 19TH STREET UNIT A,,BROOKLYN,NY,11232,828030,6/4/2010,6/1/2014,5/31/2015,40.63143857,-74.03407022,"(40.63143857, -74.03407022)",Distiller,NYC,NYC
1236027,"FARM DISTILLER ""D""",207,DD,New York City,1,KINGS,NEW YORK DISTILLING COMPANY LLC,NEW YORK DISTILLING,405 LEONARD STREET,RICHARDSON & BAYARD STREETS,BROOKLYN,NY,11222,859999,8/9/2011,8/1/2014,7/31/2015,40.71855442,-73.94851072,"(40.71855442, -73.94851072)",Distiller,NYC,NYC
3150543,"FARM DISTILLER ""D""",207,DD,Buffalo,3,SENECA,PLOW & FIDDLE SPIRITS LLC,MYER FARM DISTILLERS,7350 STATE ROUTE 89,,OVID,NY,14521,863391,4/24/2012,4/1/2015,3/31/2016,42.66911418,-76.73065884,"(42.66911418, -76.73065884)",Distiller,Western,All Others
3151843,"FARM DISTILLER ""D""",207,DD,Buffalo,3,MONROE,O'BEGLEYS LLC,O BEGLEYS,A1 COUNTRY CLUB RD,,EAST ROCHESTER,NY,14445,860488,10/24/2012,10/1/2014,9/30/2015,43.11702705,-77.49922699,"(43.11702705, -77.49922699)",Distiller,Western,Rochester
3152143,"FARM DISTILLER ""D""",207,DD,Buffalo,3,ERIE,EIGHT BUFFALO SPIRITS LLC,LOCKHOUSE DISTILLERY,255 GREAT ARROW AVE,SUITE 31,BUFFALO,NY,14207,862787,2/26/2013,2/1/2015,1/31/2016,42.94198761,-78.87630275,"(42.94198761, -78.87630275)",Distiller,Western,Buffalo
3152172,"FARM DISTILLER ""D""",207,DD,Buffalo,3,WAYNE,CELK DISTILLING LLC,APPLE COUNTRY SPIRITS,3274 EDDY RD,,WILLIAMSON,NY,14589,860999,9/17/2012,9/1/2014,8/31/2015,43.20156169,-77.22518945,"(43.20156169, -77.22518945)",Distiller,Western,All Others
2117372,FARM WINERY,302,FW,Albany,2,ULSTER,STOUTRIDGE VINEYARDS LLC,STOUTRIDGE VINEYARDS,10 ANN KALEY LANE,RIDGE RD & ANN KALEY LN,MARLBORO,NY,12542,845202,2/22/2006,4/1/2013,3/31/2016,41.61330711,-73.97800285,"(41.61330711, -73.97800285)",Winery,Upstate,All Others
2607022,FARM WINERY,302,FW,Albany,2,JEFFERSON,COYOTE MOON LLC,COYOTE MOON VINEYARDS,17371 COUNTY ROUTE 3,,CLAYTON,NY,13624,845203,4/10/2009,4/1/2013,3/31/2016,44.23821833,-76.01606704,"(44.23821833, -76.01606704)",Winery,Upstate,All Others
1180975,FARM WINERY,302,FW,New York City,1,SUFFOLK,HARBES FAMILY VINEYARD LLC,HARBES FAMILY WINERY,715 SOUND AVENUE,ALDRICH LANE & HERRICKS LANE,MATTITUCK,NY,11952,850375,7/3/2007,7/3/2013,6/30/2016,40.98584692,-72.57904499,"(40.98584692, -72.57904499)",Winery,NYC,All Others
1184265,FARM WINERY,302,FW,New York City,1,SUFFOLK,COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROS,QUEENS COUNTY FARM HOUSE,35 COX NECK ROAD,SOUND AVE. & WESTPHALIA RD.,MATTITUCK,NY,11952,844351,4/23/2008,4/1/2013,3/31/2016,40.9885389,-72.55390546,"(40.9885389, -72.55390546)",Winery,NYC,All Others
3000878,FARM WINERY,302,FW,Buffalo,3,CHAUTAUQUA,MERRITT ESTATE WINERY INC,MERRITT ESTATE WINERY,2264 KING ROAD,,FORESTVILLE,NY,14062,851975,,10/1/2013,9/30/2016,42.48489792,-79.20887391,"(42.48489792, -79.20887391)",Winery,Western,All Others
3000879,FARM WINERY,302,FW,Buffalo,3,CHAUTAUQUA,DONALD M & ROSALIND R HEINERT,BLUEBERRY SKY FARM WINERY,10243 NE SHERMAN RD,,RIPLEY,NY,14775,846227,,5/1/2013,4/30/2016,42.19483549,-79.7219879,"(42.19483549, -79.7219879)",Winery,Western,All Others
3000882,FARM WINERY,302,FW,Buffalo,3,CHAUTAUQUA,SCHLOSS DOEPKEN WINERY LLC,SCHLOSS DOEPKEN WINERY,9177 OLD ROUTE 20,,RIPLEY,NY,147759510,852274,8/13/1980,10/1/2013,9/30/2016,42.28961731,-79.65571805,"(42.28961731, -79.65571805)",Winery,Western,All Others
3000886,FARM WINERY,302,FW,Buffalo,3,CHAUTAUQUA,JOHNSON ESTATE WINERY LLC,JOHNSON ESTATE WINERY,8419 W MAIN RD,,WESTFIELD,NY,14787,851876,4/4/2002,10/1/2013,9/30/2016,42.4574827,-76.8644065,,Winery,Western,All Others
3154243,FARM WINERY,302,FW,Buffalo,3,ORLEANS,ALEXANDER R SALAMACA,SALAMACA ESTATE WINERY,2660 HINDSBURG RD,,ALBION,NY,14411,847527,2/24/2014,2/24/2014,1/31/2017,43.28656325,-78.1052364,"(43.28656325, -78.1052364)",Winery,Western,All Others
3011314,FARM WINERY,302,FW,Buffalo,3,NIAGARA,NIAGARA LANDING WINE CELLARS INC,NIAGARA LANDING WINE CELLARS,4434 VAN DUSEN RD,,LOCKPORT,NY,14094,851337,9/1/1998,9/1/2013,8/31/2016,43.191009,-78.80171479,"(43.191009, -78.80171479)",Winery,Western,All Others
3012063,FARM WINERY,302,FW,Buffalo,3,ONTARIO,ARBOR HILL ASSOCIATES INC,NAPLES VALLEY WINE CELLARS,6461 ROUTE 64,,NAPLES,NY,14512,851167,8/30/1988,8/9/2013,7/31/2016,42.70738182,-77.38041815,"(42.70738182, -77.38041815)",Winery,Western,All Others
3012516,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,DIANE G BUGLION-MANNION,RASTA RANCH VINEYARDS,5882 ROUTE 414,,HECTOR,NY,14841,844926,,4/1/2013,3/31/2016,42.51864,-76.87346098,"(42.51864, -76.87346098)",Winery,Western,All Others
3012520,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,LEIDENFROST VINEYARDS LLC,LEIDENFROST VINEYARDS,5677 ROUTE 414,,HECTOR,NY,14841,845230,5/10/2005,3/14/2013,1/31/2016,42.5084052,-76.87651456,"(42.5084052, -76.87651456)",Winery,Western,All Others
3012522,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,RED NEWT CELLARS INC,RED NEWT CELLARS,3675 TICHENOR RD,,HECTOR,NY,14841,851307,9/24/1999,8/19/2013,8/31/2016,42.50088782,-76.86811298,"(42.50088782, -76.86811298)",Winery,Western,All Others
3012528,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,LAKEWOOD VINEYARDS INC,LAKEWOOD VINEYARDS,4024 STATE ROUTE 14,,WATKINS GLEN,NY,14891,844765,4/10/1989,4/1/2013,3/31/2016,42.86542759,-77.2208879,"(42.86542759, -77.2208879)",Winery,Western,All Others
3154232,FARM WINERY,302,FW,Buffalo,3,YATES,FOX RUN VINEYARDS INC,FOX RUN,670 ROUTE 14,,PENN YAN,NY,14527,733489,1/6/2014,1/6/2014,12/31/2016,42.73237559,-76.97180406,"(42.73237559, -76.97180406)",Winery,Western,All Others
3012675,FARM WINERY,302,FW,Buffalo,3,SENECA,HOSMER INC,HOSMER,6999 ROUTE 89,,OVID,NY,14521,843122,,1/1/2013,12/31/2015,42.68557326,-76.74491981,"(42.68557326, -76.74491981)",Winery,Western,All Others
3012677,FARM WINERY,302,FW,Buffalo,3,SENECA,MARKAN CORPORATION,PLANE'S CAYUGA VINEYARD,6800 STATE ROUTE 89,,OVID,NY,14521,847497,,6/7/2013,5/31/2016,42.69430203,-76.74426899,"(42.69430203, -76.74426899)",Winery,Western,All Others
3012685,FARM WINERY,302,FW,Buffalo,3,SENECA,LAKESHORE WINERY INC,LAKESHORE WINERY,5132 ROUTE 89,,ROMULUS,NY,14541,851043,7/13/2012,9/1/2013,8/31/2016,42.77619937,-76.76969279,"(42.77619937, -76.76969279)",Winery,Western,All Others
3012688,FARM WINERY,302,FW,Buffalo,3,SENECA,SWEDISH HILL VINEYARD INC,GOOSE WATCH WINERY,5480 ROUTE 89,,ROMULUS,NY,14541,849729,,7/1/2013,6/30/2016,42.75869258,-76.77027273,"(42.75869258, -76.77027273)",Winery,Western,All Others
3012690,FARM WINERY,302,FW,Buffalo,3,SENECA,AMERICANA VINEYARDS/WINERY INC,AMERICANA VINEYARDS/WINERY,4367 E COVERT RD,,INTERLAKEN,NY,14847,851881,,10/1/2013,9/30/2016,42.57546848,-76.677703,"(42.57546848, -76.677703)",Winery,Western,All Others
3012693,FARM WINERY,302,FW,Buffalo,3,SENECA,LUCAS VINEYARDS INC,LUCAS WINERY,3862 COUNTY ROAD 150,,INTERLAKEN,NY,14847,851770,2/27/1981,10/1/2013,9/30/2016,42.62885016,-76.71096469,"(42.62885016, -76.71096469)",Winery,Western,All Others
3012696,FARM WINERY,302,FW,Buffalo,3,SENECA,G THOMAS & MARTHA K MACINSKI,STANDING STONE VINEYARDS,9934 ROUTE 414,,HECTOR,NY,14841,849754,,8/1/2013,7/31/2016,42.54473865,-76.87256149,"(42.54473865, -76.87256149)",Winery,Western,All Others
3012698,FARM WINERY,302,FW,Buffalo,3,SENECA,LAMOREAUX LANDING WINE CELLARS LLC,LAMOREAUX LANDING WINE,9224 ROUTE 414,,LODI,NY,14860,851103,2/11/2010,9/1/2013,8/31/2016,42.57860189,-76.85718662,"(42.57860189, -76.85718662)",Winery,Western,All Others
3012700,FARM WINERY,302,FW,Buffalo,3,SENECA,SILVER THREAD VINEYARD LLC,SILVER THREAD VINEYARD,1401 CAYWOOD ROAD,,LODI,NY,14860,845611,,4/1/2013,3/31/2016,42.56172009,-76.87833929,"(42.56172009, -76.87833929)",Winery,Western,All Others
3012701,FARM WINERY,302,FW,Buffalo,3,SENECA,SHALESTONE VINEYARDS LLC,SHALESTONE VINEYARDS,9681 RTE 414,,LODI,NY,14860,846828,4/2/2003,5/15/2013,2/29/2016,42.55560043,-76.86630408,"(42.55560043, -76.86630408)",Winery,Western,All Others
3012703,FARM WINERY,302,FW,Buffalo,3,SENECA,WAGNER WINERY LLC,WAGNER VINEYARDS,9322 ROUTE 414,,LODI,NY,14860,852301,10/1/1998,10/1/2013,9/30/2016,42.57353499,-76.85819852,"(42.57353499, -76.85819852)",Winery,Western,All Others
3012704,FARM WINERY,302,FW,Buffalo,3,SENECA,JAMES ANDREW DOOLITTLE,FRONTENAC POINT VINEYARD,9501 ROUTE 89,,TRUMANSBURG,NY,14886,851327,,10/1/2013,9/30/2016,42.56348408,-76.64709668,"(42.56348408, -76.64709668)",Winery,Western,All Others
3012706,FARM WINERY,302,FW,Buffalo,3,SENECA,POPLAR RIDGE VINEYARDS INC,POPLAR RIDGE VINEYARDS,9782 ROUTE 414,,VALOIS,NY,14841,851375,11/24/1981,10/1/2013,9/30/2016,42.55038848,-76.8693652,"(42.55038848, -76.8693652)",Winery,Western,All Others
1189687,FARM WINERY,302,FW,New York City,1,SUFFOLK,EAST END VINEYARDS LLC,EAST END VINEYARDS,1935 MAIN ROAD,MAIN ROAD AND HERRICKS RD,JAMESPORT,NY,11947,851182,10/4/2007,10/1/2013,9/30/2016,42.52558916,-79.1746259,"(42.52558916, -79.1746259)",Winery,NYC,All Others
1189791,FARM WINERY,302,FW,New York City,1,SUFFOLK,"BEDELL NORTH FORK, LLC",COREY CREEK VINEYARDS,45470 MAIN ROAD,,SOUTHOLD,NY,119714673,849960,7/30/2008,7/1/2013,6/30/2016,41.04715807,-72.44675298,"(41.04715807, -72.44675298)",Winery,NYC,All Others
1190485,FARM WINERY,302,FW,New York City,1,SUFFOLK,BROOKLYN OENOLOGY LLC,BROOKLYN OENOLOGY,35 COX NECK ROAD,ROUTE 48 & WESTPHALIA RD.,MATTITUCK,NY,11952,850372,7/10/2008,7/3/2013,6/30/2016,40.9885389,-72.55390546,"(40.9885389, -72.55390546)",Winery,NYC,All Others
3013001,FARM WINERY,302,FW,Buffalo,3,STEUBEN,CHATEAU FRANK INC,CHATEAU FRANK,9683 MIDDLE ROAD,,HAMMONDSPORT,NY,14840,844775,3/6/1987,3/1/2013,2/29/2016,42.47262948,-77.18357263,"(42.47262948, -77.18357263)",Winery,Western,All Others
3013004,FARM WINERY,302,FW,Buffalo,3,STEUBEN,YVONNE MARY WARREN,CROOKED LAKE WINERY,14248 STATE ROUTE 54,,HAMMONDSPORT,NY,14840,851190,,9/1/2013,8/31/2016,42.48695773,-77.13045882,"(42.48695773, -77.13045882)",Winery,Western,All Others
3154100,FARM WINERY,302,FW,Buffalo,3,ONTARIO,"NEW YORK STATE WINE AND CULINARY CENTER INC, THE",THE NEW YORK STATE WINE AND CULINARY CENTER,800 S MAIN ST,,CANANDAIGUA,NY,14424,733450,11/26/2013,11/26/2013,10/31/2016,42.87631642,-77.27314285,"(42.87631642, -77.27314285)",Winery,Western,All Others
3013505,FARM WINERY,302,FW,Buffalo,3,TOMPKINS,SIX MILE CREEK VINEYARD LLC,SIX MILE CREEK VINEYARD,1551 SLATERVILLE RD,,ITHACA,NY,14850,846273,6/7/2006,7/1/2013,6/30/2016,42.41759456,-76.45405848,"(42.41759456, -76.45405848)",Winery,Western,All Others
3013900,FARM WINERY,302,FW,Buffalo,3,WAYNE,THORPE VINEYARD INC,THORPE VINEYARD,8150 CHIMNEY HEIGHTS BLVD,T/O HURON,WOLCOTT,NY,14590,850046,7/21/1989,7/1/2013,6/30/2016,43.29143389,-76.89957795,"(43.29143389, -76.89957795)",Winery,Western,All Others
1191018,FARM WINERY,302,FW,New York City,1,SUFFOLK,NORTH FORK WINES & VINEYARDS LLC,NORTH FORK WINES & VINEYARDS,19110 SOUNDVIEW AVENUE,,SOUTHOLD,NY,11971,842100,1/10/2008,1/1/2013,12/31/2015,41.08581274,-72.42609957,"(41.08581274, -72.42609957)",Winery,NYC,All Others
3014268,FARM WINERY,302,FW,Buffalo,3,YATES,HUNT COUNTRY VINEYARDS LLC,HUNT COUNTRY VINEYARDS,4021 ITALY HILL RD,,BRANCHPORT,NY,14418,845963,5/4/1988,5/1/2013,4/30/2016,42.59852621,-77.17255777,"(42.59852621, -77.17255777)",Winery,Western,All Others
3014271,FARM WINERY,302,FW,Buffalo,3,YATES,ANTHONY ROAD WINE CO INC,ANTHONY ROAD WINE CO,1020 ANTHONY RD,,PENN YAN,NY,14527,847354,8/30/1990,8/1/2013,7/31/2016,42.70573357,-76.97529167,"(42.70573357, -76.97529167)",Winery,Western,All Others
3014275,FARM WINERY,302,FW,Buffalo,3,YATES,JOHN B & ESTHER L EARLE,TORREY RIDGE WINERY,2770 ST ROUTE 14,,PENN YAN,NY,14527,733291,9/13/1999,6/26/2013,12/31/2015,42.62816827,-76.94393704,"(42.62816827, -76.94393704)",Winery,Western,All Others
3014277,FARM WINERY,302,FW,Buffalo,3,YATES,KEUKA SPRING VINEYARDS LLC,KEUKA SPRING VINEYARDS,243 ROUTE 54 EAST LAKE RD,,PENN YAN,NY,14527,846607,7/5/1988,7/1/2013,6/30/2016,42.629201,-77.07081518,"(42.629201, -77.07081518)",Winery,Western,All Others
3014278,FARM WINERY,302,FW,Buffalo,3,YATES,PREJEAN WINERY INC,PREJEAN WINERY,561 LEACH RD,AKA 2634 ROUTE 14,PENN YAN,NY,14527,846005,,4/15/2013,3/31/2016,42.63854422,-76.94405214,"(42.63854422, -76.94405214)",Winery,Western,All Others
3014280,FARM WINERY,302,FW,Buffalo,3,YATES,SENECA SHORE WINERY INC,SENECA SHORE WINE CELLARS,929 DAVY RD  PO BOX 551,,PENN YAN,NY,14527,846067,4/23/1999,4/17/2013,3/31/2016,42.71562854,-76.97160492,"(42.71562854, -76.97160492)",Winery,Western,All Others
3014281,FARM WINERY,302,FW,Buffalo,3,YATES,KENNETH F & EILEEN M FARNAN,BC FARM WNRY&BUZZARD CREST,2690 GRAY ROAD,VINEYARD & BARRINGTON CELLARS,PENN YAN,NY,145279554,845254,,4/1/2013,3/31/2016,42.54938387,-77.08509204,"(42.54938387, -77.08509204)",Winery,Western,All Others
3014284,FARM WINERY,302,FW,Buffalo,3,YATES,EAST BRANCH WINERY INC,MCGREGOR VINEYARD,5503 DUTCH STREET,,DUNDEE,NY,14837,851931,3/9/1981,10/1/2013,9/30/2016,42.49916597,-77.10200053,"(42.49916597, -77.10200053)",Winery,Western,All Others
3014286,FARM WINERY,302,FW,Buffalo,3,YATES,SAYRE MILLER FULKERSON,FULKERSON WINE CELLARS,5576 ROUTE 14,,DUNDEE,NY,14837,850410,,7/5/2013,6/30/2016,42.49321166,-76.92406072,"(42.49321166, -76.92406072)",Winery,Western,All Others
3014290,FARM WINERY,302,FW,Buffalo,3,YATES,THERESE ANN BARRETT,KEUKA OVERLOOK CELLARS,5777 OLD BATH ROAD,,DUNDEE,NY,14837,845818,,5/1/2013,4/30/2016,42.48511622,-77.09222492,"(42.48511622, -77.09222492)",Winery,Western,All Others
3014294,FARM WINERY,302,FW,Buffalo,3,YATES,MILES WINE CELLARS LLC,MILES WINE CELLARS,168 RANDALL CROSSING ROAD,,HIMROD,NY,14842,846284,,5/1/2013,4/30/2016,42.61705161,-76.9223332,"(42.61705161, -76.9223332)",Winery,Western,All Others
3155739,FARM WINERY,302,FW,Buffalo,3,NIAGARA,BLACKMAN HOMESTEAD LLC,BLACKMAN CIDER CO,4472 THRALL RD,,LOCKPORT,NY,14094,847885,4/2/2015,4/2/2015,3/31/2018,43.1761309,-78.8000261,,Winery,Western,All Others
